InputAddresses,OutputAddresses,TransactionHash,ExpectedValue 
3HNk5U6k8UoVvJzVvdNPii339MeUWbujp1,1BKNTxoRH5PcM6maX938b6YfjUjqFftGsC,292987959,9284.9400698
3HNk5U6k8UoVvJzVvdNPii339MeUWbujp1,19HCnWLKTZaxgc7MDQFoeQ8Vfe6YPqsRhR,292987959,57169.1460485
3HNk5U6k8UoVvJzVvdNPii339MeUWbujp1,1DJqogfVYT7nJYGePYkDsMtNRMR3GSMVFg,292987959,13818.7235153
3HNk5U6k8UoVvJzVvdNPii339MeUWbujp1,1NL1Acs5ynGN3v529LfrNMkR1sHXfSTdYE,292987959,28724.312925
3HNk5U6k8UoVvJzVvdNPii339MeUWbujp1,138g3oDUnJ7KMdtWwo9Mnv3NCReDAS4fSx,292987959,24782.3869603
3HNk5U6k8UoVvJzVvdNPii339MeUWbujp1,16vcfXEvcAvBTaxPrdHvkV9iqZNwaYFRMs,292987959,2887.95794813
3HNk5U6k8UoVvJzVvdNPii339MeUWbujp1,16eUzK7HqXw4VKki4PHB3bu3BWqroKTnkx,292987959,12390.2711968
3HNk5U6k8UoVvJzVvdNPii339MeUWbujp1,1HQtRR712yJXL9FeTThFLLMchbzTr3SGhe,292987959,118002.582827
3HNk5U6k8UoVvJzVvdNPii339MeUWbujp1,1GvH1432sn6ySmgvGLUfZj2rFJq6w2VBoZ,292987959,6179.60894278
3HNk5U6k8UoVvJzVvdNPii339MeUWbujp1,3DKjCY6QifEhWE6AeyxGwixpQywE21odZZ,292987959,1105.49788122
3HNk5U6k8UoVvJzVvdNPii339MeUWbujp1,12pcDCWysiZkEgNkobQkkc8qxFwZmzxtV9,292987959,502.451892346
3HNk5U6k8UoVvJzVvdNPii339MeUWbujp1,1K3YbQCgRVRX9ts6mfxFfrY6qqMt4TW78z,292987959,189363.092126
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,18jwknJsijHV5knibdCb1TSnTUxfhsjikw,292987959,432445.703828
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1GHPAoAtxh8AiJmiyYE5hyV2V3ps5fBbBa,292987959,3336652.95858
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1H7VG5usSf7r5tfYbvQt7toCR89JoDGb7n,292987959,1516660.43572
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1G7M9eKKFwGxC2Y6CGU88Q81LNUHgfF4XG,292987959,188378.639871
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1GSnE1QL9c1rvRTyJ8HBajAZKnAQvpdGis,292987959,99062140.0932
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1Fk24in2SDbfyatHSorsbTxmciEFGXwLyX,292987959,14633158.2729
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1HqekRhPgFdQggDK2RwZN73b2ts7rNHYh2,292987959,1610797.98001
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,12gPL3hpxJmxJ343UDVWBw597EK4wRDo9C,292987959,32414694.4158
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,3M6FyjRWEWAcrrnYdcpciKkBEKn6ZGsAR8,292987959,20419865.5015
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,3Nxd9Gtm5RLZxquBgUtok1ebJjg2w9PFvS,292987959,747270.102379
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1GokQFvf1FeGvm8rDRqiBXeeuPynTmkW9i,292987959,37435363.4444
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1DAt1qpZKEJ4akQc7AaN6F1fEG5dmVTPc7,292987959,16735563.4286
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1DZQUZsEU1ndSVAK9UfSsqLBVaUCYtTBRs,292987959,418389.085716
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1BvKkaKYi68E38WjuNhe2xkuQughZJRvQX,292987959,17578919.9317
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,3CyJ9tBbnXhyUeMJh7EpfCWuB2uNzNvCwP,292987959,794939.26286
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1MLXWKPEfaKBLDhwq156D78PC81veaj217,292987959,4037454.67716
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1LmrMBZHTuQy7KiU2FxVRn5ooZ2sEFwAuM,292987959,3859639.31573
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1FYjQupJiikN8zqunJrHAsU39vnQP5U7UY,292987959,2447576.15144
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,3JFQTregACeKyEuhNHjEAKczppvRsXDG3z,292987959,826318.444288
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,292987959,807573.77647
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,17vKSGaK3vocYmdweTGetm8QCx6SWGY9RB,292987959,403786.888235
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1BKNTxoRH5PcM6maX938b6YfjUjqFftGsC,292987959,3127458.41572
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,19HCnWLKTZaxgc7MDQFoeQ8Vfe6YPqsRhR,292987959,19256357.6701
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1DJqogfVYT7nJYGePYkDsMtNRMR3GSMVFg,292987959,4654578.57859
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1NL1Acs5ynGN3v529LfrNMkR1sHXfSTdYE,292987959,9675247.60718
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,138g3oDUnJ7KMdtWwo9Mnv3NCReDAS4fSx,292987959,8347483.56782
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,16vcfXEvcAvBTaxPrdHvkV9iqZNwaYFRMs,292987959,972754.624289
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,16eUzK7HqXw4VKki4PHB3bu3BWqroKTnkx,292987959,4173431.13001
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1HQtRR712yJXL9FeTThFLLMchbzTr3SGhe,292987959,39746963.143
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1GvH1432sn6ySmgvGLUfZj2rFJq6w2VBoZ,292987959,2081485.70144
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,3DKjCY6QifEhWE6AeyxGwixpQywE21odZZ,292987959,372366.286287
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,12pcDCWysiZkEgNkobQkkc8qxFwZmzxtV9,292987959,169241.52309
3AofucZFpDm5vXQpzBnzNwZZ7MR5g665bb,1K3YbQCgRVRX9ts6mfxFfrY6qqMt4TW78z,292987959,63783416.1174
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,18jwknJsijHV5knibdCb1TSnTUxfhsjikw,292987959,1309.88946676
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1GHPAoAtxh8AiJmiyYE5hyV2V3ps5fBbBa,292987959,10106.8100018
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1H7VG5usSf7r5tfYbvQt7toCR89JoDGb7n,292987959,4594.00454625
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1G7M9eKKFwGxC2Y6CGU88Q81LNUHgfF4XG,292987959,570.603879155
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1GSnE1QL9c1rvRTyJ8HBajAZKnAQvpdGis,292987959,300061.840628
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1Fk24in2SDbfyatHSorsbTxmciEFGXwLyX,292987959,44324.2231738
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1HqekRhPgFdQggDK2RwZN73b2ts7rNHYh2,292987959,4879.14965602
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,12gPL3hpxJmxJ343UDVWBw597EK4wRDo9C,292987959,98184.9661299
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,3M6FyjRWEWAcrrnYdcpciKkBEKn6ZGsAR8,292987959,61852.3123161
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,3Nxd9Gtm5RLZxquBgUtok1ebJjg2w9PFvS,292987959,2263.50089101
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1GokQFvf1FeGvm8rDRqiBXeeuPynTmkW9i,292987959,113392.705317
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1DAt1qpZKEJ4akQc7AaN6F1fEG5dmVTPc7,292987959,50692.4639586
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1DZQUZsEU1ndSVAK9UfSsqLBVaUCYtTBRs,292987959,1267.31159897
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1BvKkaKYi68E38WjuNhe2xkuQughZJRvQX,292987959,53247.0130968
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,3CyJ9tBbnXhyUeMJh7EpfCWuB2uNzNvCwP,292987959,2407.89203804
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1MLXWKPEfaKBLDhwq156D78PC81veaj217,292987959,12229.55693
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1LmrMBZHTuQy7KiU2FxVRn5ooZ2sEFwAuM,292987959,11690.9495005
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1FYjQupJiikN8zqunJrHAsU39vnQP5U7UY,292987959,7413.77285395
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,3JFQTregACeKyEuhNHjEAKczppvRsXDG3z,292987959,2502.94040796
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,292987959,2446.1623137
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,17vKSGaK3vocYmdweTGetm8QCx6SWGY9RB,292987959,1223.08115685
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1BKNTxoRH5PcM6maX938b6YfjUjqFftGsC,292987959,9473.15420227
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,19HCnWLKTZaxgc7MDQFoeQ8Vfe6YPqsRhR,292987959,58328.0163424
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1DJqogfVYT7nJYGePYkDsMtNRMR3GSMVFg,292987959,14098.8415385
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1NL1Acs5ynGN3v529LfrNMkR1sHXfSTdYE,292987959,29306.5807261
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,138g3oDUnJ7KMdtWwo9Mnv3NCReDAS4fSx,292987959,25284.7483571
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,16vcfXEvcAvBTaxPrdHvkV9iqZNwaYFRMs,292987959,2946.4994676
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,16eUzK7HqXw4VKki4PHB3bu3BWqroKTnkx,292987959,12641.4331997
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1HQtRR712yJXL9FeTThFLLMchbzTr3SGhe,292987959,120394.601902
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1GvH1432sn6ySmgvGLUfZj2rFJq6w2VBoZ,292987959,6304.87520486
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,3DKjCY6QifEhWE6AeyxGwixpQywE21odZZ,292987959,1127.90732308
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,12pcDCWysiZkEgNkobQkkc8qxFwZmzxtV9,292987959,512.637046619
3EqLMsXSpEmj2Hgym2fniDC3ub7bSYyrBg,1K3YbQCgRVRX9ts6mfxFfrY6qqMt4TW78z,292987959,193201.653262
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,18jwknJsijHV5knibdCb1TSnTUxfhsjikw,292987959,604.255789977
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1GHPAoAtxh8AiJmiyYE5hyV2V3ps5fBbBa,292987959,4662.30061142
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1H7VG5usSf7r5tfYbvQt7toCR89JoDGb7n,292987959,2119.22755065
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1G7M9eKKFwGxC2Y6CGU88Q81LNUHgfF4XG,292987959,263.221215616
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1GSnE1QL9c1rvRTyJ8HBajAZKnAQvpdGis,292987959,138419.392744
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1Fk24in2SDbfyatHSorsbTxmciEFGXwLyX,292987959,20446.8920231
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1HqekRhPgFdQggDK2RwZN73b2ts7rNHYh2,292987959,2250.76581241
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,12gPL3hpxJmxJ343UDVWBw597EK4wRDo9C,292987959,45293.0081341
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,3M6FyjRWEWAcrrnYdcpciKkBEKn6ZGsAR8,292987959,28532.6501121
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,3Nxd9Gtm5RLZxquBgUtok1ebJjg2w9PFvS,292987959,1044.1594911
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1GokQFvf1FeGvm8rDRqiBXeeuPynTmkW9i,292987959,52308.3820949
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1DAt1qpZKEJ4akQc7AaN6F1fEG5dmVTPc7,292987959,23384.5798692
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1DZQUZsEU1ndSVAK9UfSsqLBVaUCYtTBRs,292987959,584.61449673
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1BvKkaKYi68E38WjuNhe2xkuQughZJRvQX,292987959,24563.0007564
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,3CyJ9tBbnXhyUeMJh7EpfCWuB2uNzNvCwP,292987959,1110.76754379
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1MLXWKPEfaKBLDhwq156D78PC81veaj217,292987959,5641.52989344
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1LmrMBZHTuQy7KiU2FxVRn5ooZ2sEFwAuM,292987959,5393.06873233
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1FYjQupJiikN8zqunJrHAsU39vnQP5U7UY,292987959,3419.99480587
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,3JFQTregACeKyEuhNHjEAKczppvRsXDG3z,292987959,1154.61363104
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,292987959,1128.42173236
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,17vKSGaK3vocYmdweTGetm8QCx6SWGY9RB,292987959,564.21086618
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1BKNTxoRH5PcM6maX938b6YfjUjqFftGsC,292987959,4369.99336306
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,19HCnWLKTZaxgc7MDQFoeQ8Vfe6YPqsRhR,292987959,26906.882212
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1DJqogfVYT7nJYGePYkDsMtNRMR3GSMVFg,292987959,6503.83627612
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1NL1Acs5ynGN3v529LfrNMkR1sHXfSTdYE,292987959,13519.2102369
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,138g3oDUnJ7KMdtWwo9Mnv3NCReDAS4fSx,292987959,11663.9273623
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,16vcfXEvcAvBTaxPrdHvkV9iqZNwaYFRMs,292987959,1359.2287049
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,16eUzK7HqXw4VKki4PHB3bu3BWqroKTnkx,292987959,5831.52960488
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1HQtRR712yJXL9FeTThFLLMchbzTr3SGhe,292987959,55538.3771893
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1GvH1432sn6ySmgvGLUfZj2rFJq6w2VBoZ,292987959,2908.45712123
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,3DKjCY6QifEhWE6AeyxGwixpQywE21odZZ,292987959,520.30690209
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,12pcDCWysiZkEgNkobQkkc8qxFwZmzxtV9,292987959,236.480948536
3KcvwcUSFj5wF92sdfpB21F8wDDoVvywFD,1K3YbQCgRVRX9ts6mfxFfrY6qqMt4TW78z,292987959,89124.4800265
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,18jwknJsijHV5knibdCb1TSnTUxfhsjikw,292987959,2670.11523198
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1GHPAoAtxh8AiJmiyYE5hyV2V3ps5fBbBa,292987959,20602.0034647
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1H7VG5usSf7r5tfYbvQt7toCR89JoDGb7n,292987959,9364.5470294
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1G7M9eKKFwGxC2Y6CGU88Q81LNUHgfF4XG,292987959,1163.13486583
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1GSnE1QL9c1rvRTyJ8HBajAZKnAQvpdGis,292987959,611654.426982
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1Fk24in2SDbfyatHSorsbTxmciEFGXwLyX,292987959,90351.7330629
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1HqekRhPgFdQggDK2RwZN73b2ts7rNHYh2,292987959,9945.79477605
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,12gPL3hpxJmxJ343UDVWBw597EK4wRDo9C,292987959,200142.974097
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,3M6FyjRWEWAcrrnYdcpciKkBEKn6ZGsAR8,292987959,126081.478965
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,3Nxd9Gtm5RLZxquBgUtok1ebJjg2w9PFvS,292987959,4613.98336277
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1GokQFvf1FeGvm8rDRqiBXeeuPynTmkW9i,292987959,231142.853919
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1DAt1qpZKEJ4akQc7AaN6F1fEG5dmVTPc7,292987959,103332.932738
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1DZQUZsEU1ndSVAK9UfSsqLBVaUCYtTBRs,292987959,2583.32331845
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1BvKkaKYi68E38WjuNhe2xkuQughZJRvQX,292987959,108540.196968
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,3CyJ9tBbnXhyUeMJh7EpfCWuB2uNzNvCwP,292987959,4908.31430506
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1MLXWKPEfaKBLDhwq156D78PC81veaj217,292987959,24929.0700231
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1LmrMBZHTuQy7KiU2FxVRn5ooZ2sEFwAuM,292987959,23831.1576127
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1FYjQupJiikN8zqunJrHAsU39vnQP5U7UY,292987959,15112.441413
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,3JFQTregACeKyEuhNHjEAKczppvRsXDG3z,292987959,5102.06355395
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,292987959,4986.32550263
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,17vKSGaK3vocYmdweTGetm8QCx6SWGY9RB,292987959,2493.16275132
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1BKNTxoRH5PcM6maX938b6YfjUjqFftGsC,292987959,19310.3418054
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,19HCnWLKTZaxgc7MDQFoeQ8Vfe6YPqsRhR,292987959,118897.455732
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1DJqogfVYT7nJYGePYkDsMtNRMR3GSMVFg,292987959,28739.4719178
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1NL1Acs5ynGN3v529LfrNMkR1sHXfSTdYE,292987959,59739.3517392
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,138g3oDUnJ7KMdtWwo9Mnv3NCReDAS4fSx,292987959,51541.1364383
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,16vcfXEvcAvBTaxPrdHvkV9iqZNwaYFRMs,292987959,6006.22671541
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,16eUzK7HqXw4VKki4PHB3bu3BWqroKTnkx,292987959,25768.6501016
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1HQtRR712yJXL9FeTThFLLMchbzTr3SGhe,292987959,245415.715253
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1GvH1432sn6ySmgvGLUfZj2rFJq6w2VBoZ,292987959,12852.0335093
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,3DKjCY6QifEhWE6AeyxGwixpQywE21odZZ,292987959,2299.15775342
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,12pcDCWysiZkEgNkobQkkc8qxFwZmzxtV9,292987959,1044.97365724
3Du6kT2uMh82SX3oJdyjEHW3mnjfT2i92t,1K3YbQCgRVRX9ts6mfxFfrY6qqMt4TW78z,292987959,393827.639898
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,18jwknJsijHV5knibdCb1TSnTUxfhsjikw,292987959,278.8097034
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1GHPAoAtxh8AiJmiyYE5hyV2V3ps5fBbBa,292987959,2151.23242871
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1H7VG5usSf7r5tfYbvQt7toCR89JoDGb7n,292987959,977.832922139
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1G7M9eKKFwGxC2Y6CGU88Q81LNUHgfF4XG,292987959,121.452918237
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1GSnE1QL9c1rvRTyJ8HBajAZKnAQvpdGis,292987959,63868.1010194
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1Fk24in2SDbfyatHSorsbTxmciEFGXwLyX,292987959,9434.40177981
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1HqekRhPgFdQggDK2RwZN73b2ts7rNHYh2,292987959,1038.52600006
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,12gPL3hpxJmxJ343UDVWBw597EK4wRDo9C,292987959,20898.6498325
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,3M6FyjRWEWAcrrnYdcpciKkBEKn6ZGsAR8,292987959,13165.2519461
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,3Nxd9Gtm5RLZxquBgUtok1ebJjg2w9PFvS,292987959,481.785698781
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1GokQFvf1FeGvm8rDRqiBXeeuPynTmkW9i,292987959,24135.6139885
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1DAt1qpZKEJ4akQc7AaN6F1fEG5dmVTPc7,292987959,10789.8805202
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1DZQUZsEU1ndSVAK9UfSsqLBVaUCYtTBRs,292987959,269.747013004
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1BvKkaKYi68E38WjuNhe2xkuQughZJRvQX,292987959,11333.6157784
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,3CyJ9tBbnXhyUeMJh7EpfCWuB2uNzNvCwP,292987959,512.519324707
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1MLXWKPEfaKBLDhwq156D78PC81veaj217,292987959,2603.05867549
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1LmrMBZHTuQy7KiU2FxVRn5ooZ2sEFwAuM,292987959,2488.41619496
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1FYjQupJiikN8zqunJrHAsU39vnQP5U7UY,292987959,1578.02002607
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,3JFQTregACeKyEuhNHjEAKczppvRsXDG3z,292987959,532.750350683
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,292987959,520.665145006
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,17vKSGaK3vocYmdweTGetm8QCx6SWGY9RB,292987959,260.332572503
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1BKNTxoRH5PcM6maX938b6YfjUjqFftGsC,292987959,2016.3589222
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,19HCnWLKTZaxgc7MDQFoeQ8Vfe6YPqsRhR,292987959,12415.1062735
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1DJqogfVYT7nJYGePYkDsMtNRMR3GSMVFg,292987959,3000.93551967
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1NL1Acs5ynGN3v529LfrNMkR1sHXfSTdYE,292987959,6237.89967571
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,138g3oDUnJ7KMdtWwo9Mnv3NCReDAS4fSx,292987959,5381.85348374
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,16vcfXEvcAvBTaxPrdHvkV9iqZNwaYFRMs,292987959,627.161805234
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,16eUzK7HqXw4VKki4PHB3bu3BWqroKTnkx,292987959,2690.72645471
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1HQtRR712yJXL9FeTThFLLMchbzTr3SGhe,292987959,25625.9662354
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1GvH1432sn6ySmgvGLUfZj2rFJq6w2VBoZ,292987959,1341.99138969
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,3DKjCY6QifEhWE6AeyxGwixpQywE21odZZ,292987959,240.074841573
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,12pcDCWysiZkEgNkobQkkc8qxFwZmzxtV9,292987959,109.114689863
37HZa2YFvLuSjhNkgqpFhFvTSfdnDMEJkt,1K3YbQCgRVRX9ts6mfxFfrY6qqMt4TW78z,292987959,41122.9321324
3G8vQnb5AAp4zmMgwUouMQyNe7TgRmRqUY,18jwknJsijHV5knibdCb1TSnTUxfhsjikw,292987959,3950.70141116
3G8vQnb5AAp4zmMgwUouMQyNe7TgRmRqUY,1GHPAoAtxh8AiJmiyYE5hyV2V3ps5fBbBa,292987959,30482.7159463
3G8vQnb5AAp4zmMgwUouMQyNe7TgRmRqUY,1H7VG5usSf7r5tfYbvQt7toCR89JoDGb7n,292987959,13855.7799756
3G8vQnb5AAp4zmMgwUouMQyNe7TgRmRqUY,1G7M9eKKFwGxC2Y6CGU88Q81LNUHgfF4XG,292987959,1720.97387436
3G8vQnb5AAp4zmMgwUouMQyNe7TgRmRqUY,1GSnE1QL9c1rvRTyJ8HBajAZKnAQvpdGis,292987959,905003.641368
